Region,Country,Source Name,Type,Bias / Lean,Language,Notes,RSS_URL
Middle East,Kuwait,Kuwait Times,Newspaper / Digital,Center,English,English daily,https://news.kuwaittimes.net/feed/
Middle East,Kuwait,Al-Qabas,Newspaper / Digital,Center,Arabic,Major Arabic daily,https://www.alqabas.com/rss/
Middle East,Kuwait,KUNA,Wire Service,State-Controlled,Arabic,Kuwait News Agency,
Middle East,Bahrain,Gulf Daily News,Newspaper / Digital,Center,English,English daily,https://www.gdnonline.com/rss
Middle East,Bahrain,BNA,Wire Service,State-Controlled,Arabic,Bahrain News Agency,https://www.bna.bh/rss/
Middle East,Oman,Times of Oman,Newspaper / Digital,Center,English,English daily,https://www.timesofoman.com/rss
Middle East,Oman,ONA (Oman News Agency),Wire Service,State-Controlled,Arabic,State agency,https://onaofficial.com/rss
Middle East,Yemen,Al-Masdar Online,Digital,Center,Arabic,Independent Yemeni news,https://almasdaronline.com/feed/
Middle East,Yemen,Saba (Yemen News Agency),Wire Service,State-Controlled,Arabic,Split between Houthi and govt,https://www.sabanews.net/en/rss
Middle East,Yemen,Belqees TV,TV / Digital,Center,Arabic,Independent; critical,https://www.belqeestv.com/rss
Middle East,Syria,SANA,Wire Service,State-Controlled,Arabic,Assad regime news agency,https://sana.sy/feed
Middle East,Syria,SY24,Digital,Center,Arabic,Independent; opposition areas,https://www.sy-24.com/feed/
Middle East,Syria,Syria Direct,Digital,Center,Arabic / English,Independent journalism,https://syriadirect.org/feed/
Middle East,Syria,Enab Baladi,Digital,Center-Left,Arabic,Citizen journalism; opposition areas,https://english.enabbaladi.net/feed
Middle East,Syria,The Syria Report,Digital,Center,English,Economic analysis,https://www.syria-report.com/rss
Middle East,Egypt,Al-Ahram,Newspaper / Digital,State-Controlled,Arabic,Largest; state-owned,https://english.ahram.org.eg/rss/
Middle East,Egypt,Al-Masry Al-Youm,Newspaper / Digital,Center,Arabic,Largest private daily,https://www.almasryalyoum.com/rss/
Middle East,Egypt,Mada Masr,Digital,Center-Left,Arabic / English,Independent; targeted by authorities,https://www.madamasr.com/en/feed/
Middle East,Egypt,Daily News Egypt,Newspaper / Digital,Center,English,English-language daily,https://www.dailynewsegypt.com/feed/
Middle East,Egypt,Al-Shorouk,Newspaper / Digital,Center,Arabic,Private daily,https://www.shorouknews.com/feed
Middle East,Egypt,MENA (Middle East News Agency),Wire Service,State-Controlled,Arabic,State wire service,https://www.mena.org.eg/rss
Middle East,Egypt,Al-Monitor (Egypt coverage),Digital,Center,English,MENA analysis,https://www.al-monitor.com/rss
Africa,Libya,Libya Observer,Digital,Center,English,Independent English-language,https://www.libyaobserver.ly/feed/
Africa,Libya,LANA,Wire Service,State-Controlled,Arabic,Libyan News Agency,https://lana.gov.ly/rss
Africa,Libya,Libya Herald,Digital,Center,English,Independent English outlet,https://libyaherald.com/feed/
Africa,Tunisia,Nawaat,Digital,Center-Left,Arabic / French,Award-winning independent,https://nawaat.org/feed/
Africa,Tunisia,Meshkal,Digital,Center,Arabic / English,Investigative platform,https://meshkal.com/feed/
Africa,Tunisia,TAP (Tunis Afrique Presse),Wire Service,State-Controlled,Arabic / French,National news agency,https://www.tap.info.tn/feed
Africa,Tunisia,La Presse de Tunisie,Newspaper / Digital,Center,French,Francophone daily,https://www.lapresse.tn/feed/
Africa,Algeria,TSA (Tout Sur l'Algérie),Digital,Center,French,Leading digital outlet,https://www.tsa-algerie.com/feed/
Africa,Algeria,El Watan,Newspaper / Digital,Center-Left,French,Quality Francophone daily,https://www.elwatan.com/feed/
Africa,Algeria,APS,Wire Service,State-Controlled,Arabic / French,Algerian Press Service,
Africa,Algeria,Echorouk,Newspaper / Digital,Center-Right,Arabic,Major Arabic daily,https://www.echoroukonline.com/feed
Africa,Morocco,TelQuel,Magazine / Digital,Center,French / Arabic,Bold weekly magazine,https://telquel.ma/feed
Africa,Morocco,Le360,Digital,Center,French / Arabic,Major portal,https://le360.ma/feed/
Africa,Morocco,Medias24,Digital,Center,French,Business/financial news,https://medias24.com/feed/
Africa,Morocco,MAP,Wire Service,State-Controlled,Arabic / French,Maghreb Arab Press,https://www.mapnews.ma/rss
Africa,Morocco,Hespress,Digital,Center,Arabic / French,Largest Moroccan digital,https://www.hespress.com/feed
Africa,Morocco,Le Desk,Digital,Center-Left,French,Investigative,https://ledesk.ma/feed/
Africa,Nigeria,The Punch,Newspaper / Digital,Center,English,Largest daily,https://punchng.com/feed/
Africa,Nigeria,Vanguard,Newspaper / Digital,Center,English,Major daily,
Africa,Nigeria,Premium Times,Digital,Center-Left,English,Investigative digital,https://www.premiumtimesng.com/feed
Africa,Nigeria,The Guardian (Nigeria),Newspaper / Digital,Center,English,Quality broadsheet,https://guardian.ng/feed/
Africa,Nigeria,Channels Television,TV / Digital,Center,English,Leading TV news,https://www.channelstv.com/feed/
Africa,Nigeria,ThisDay,Newspaper / Digital,Center,English,Quality daily,https://www.thisdaylive.com/index.php/feed/
Africa,Nigeria,Daily Trust,Newspaper / Digital,Center,English,Northern Nigeria focus,https://dailytrust.com/feed
Africa,Nigeria,Sahara Reporters,Digital,Center-Left,English,Citizen journalism; anti-corruption,https://saharareporters.com/feed/
Africa,Nigeria,The Cable,Digital,Center,English,Digital news platform,https://www.thecable.ng/feed
Africa,Nigeria,NAN (News Agency of Nigeria),Wire Service,State-Controlled,English,National wire,https://www.nan.ng/feed/
Africa,Nigeria,FIJ (Foundation for Investigative Journalism),Digital (Nonprofit),Center,English,Investigative nonprofit,https://fij.ng/feed/
Africa,Ghana,Daily Graphic,Newspaper / Digital,Center,English,State-owned; largest,https://www.graphic.com.gh/feed/
Africa,Ghana,Citi FM/Newsroom,Radio / Digital,Center,English,Independent; quality,https://citinewsroom.com/feed/
Africa,Ghana,Joy Online / JoyFM,Radio / Digital,Center,English,Multimedia Group,https://www.myjoyonline.com/feed/
Africa,Ghana,MyJoyOnline,Digital,Center,English,Major portal,https://www.myjoyonline.com/feed/
Africa,Ghana,GNA (Ghana News Agency),Wire Service,State-Controlled,English,National wire,https://www.ghananewsagency.org/rss
Africa,Ghana,The Fourth Estate,Digital,Center,English,Investigative; MFJ,https://4thestategh.com/feed/
Africa,Senegal,Le Soleil,Newspaper / Digital,State-Controlled,French,State-owned daily,
Africa,Senegal,Seneweb,Digital,Center,French,Leading portal,https://www.seneweb.com/rss
Africa,Senegal,APS (Agence de Presse Sénégalaise),Wire Service,State-Controlled,French,National wire,https://www.aps.sn/rss/
Africa,Ivory Coast,Fraternité Matin,Newspaper / Digital,State-Controlled,French,State-owned daily,https://www.fratmat.info/rss
Africa,Ivory Coast,Abidjan.net,Digital,Center,French,Major portal,https://news.abidjan.net/rss
Africa,Ivory Coast,Connectionivoirienne,Digital,Center,French,Independent digital,https://connectionivoirienne.net/feed/
Africa,Burkina Faso,L'Observateur Paalga,Newspaper / Digital,Center,French,Oldest private daily,https://lobservateur.bf/feed/
Africa,Burkina Faso,AIB,Wire Service,State-Controlled,French,National news agency,https://www.aib.bf/rss/
Africa,Mali,Malijet,Digital,Center,French,Leading digital portal,https://malijet.com/rss
Africa,Mali,L'Essor,Newspaper / Digital,State-Controlled,French,State daily,https://www.essor.ml/rss
Africa,Mali,AMAP,Wire Service,State-Controlled,French,Malian Press Agency,https://www.maliweb.net/feed
Africa,Niger,Actuniger,Digital,Center,French,Digital portal,https://www.actuniger.com/feed/
Africa,Niger,ANP,Wire Service,State-Controlled,French,National agency,
Africa,Guinea,Guineenews,Digital,Center,French,Independent portal,https://guineenews.org/feed/
Africa,Guinea,AGP,Wire Service,State-Controlled,French,National agency,https://guineeconakry.online/feed
Africa,Sierra Leone,Awoko,Newspaper / Digital,Center,English,Independent daily,https://awoko.org/feed/
Africa,Sierra Leone,Politico SL,Digital,Center,English,Digital news,https://politicosl.com/rss.xml
Africa,Liberia,FrontPageAfrica,Digital,Center,English,Leading digital,https://frontpageafricaonline.com/feed/
Africa,Liberia,Daily Observer,Newspaper / Digital,Center,English,Major daily,
Africa,Gambia,The Standard (Gambia),Newspaper / Digital,Center,English,Major daily,https://thestandard.gm/feed/
Africa,Togo,Togoweb,Digital,Center,French,Portal,https://togoweb.net/feed/
Africa,Benin,La Nation,Newspaper / Digital,State-Controlled,French,State daily,
Africa,Cape Verde,A Semana,Newspaper / Digital,Center,Portuguese,Major weekly,https://www.asemana.publ.cv/spip.php?page=backend
Africa,Guinea-Bissau,Nô Pintcha,Newspaper,State-Controlled,Portuguese,State daily,
Africa,Mauritania,AMI,Wire Service,State-Controlled,Arabic / French,Mauritanian news agency,https://www.ami.mr/feed
Africa,Kenya,Daily Nation,Newspaper / Digital,Center,English,Nation Media Group; largest,https://nation.africa/rss/
Africa,Kenya,The Standard (Kenya),Newspaper / Digital,Center,English,Standard Group,https://www.standardmedia.co.ke/rss/headlines.php
Africa,Kenya,The Star (Kenya),Newspaper / Digital,Center-Left,English,Independent,https://www.the-star.co.ke/rss/
Africa,Kenya,Business Daily Africa,Newspaper / Digital,Center,English,NMG business daily,https://www.businessdailyafrica.com/rss/
Africa,Kenya,KTN News,TV / Digital,Center,English,Standard Group TV,https://www.ktnnews.com/feed/
Africa,Kenya,Citizen TV,TV / Digital,Center,English,Royal Media Services,https://www.citizentv.co.ke/feed/
Africa,Kenya,Africa Uncensored,Digital,Center,English,Investigative journalism,https://africauncensored.online/feed/
Africa,Kenya,The Elephant,Digital,Center-Left,English,Analysis and opinion,https://www.theelephant.info/feed
Africa,Ethiopia,Addis Standard,Digital,Center,English,Independent magazine,https://addisstandard.com/feed/
Africa,Ethiopia,Ethiopian Reporter,Newspaper / Digital,Center,Amharic / English,Private weekly,https://www.ethiopianreporter.com/feed/
Africa,Ethiopia,ENA (Ethiopian News Agency),Wire Service,State-Controlled,Amharic,State wire,https://www.ena.et/rss/
Africa,Ethiopia,Fana Broadcasting,TV / Radio,State-Controlled,Amharic,EPRDF/PP-affiliated,https://www.fanabc.com/feed/
Africa,Ethiopia,Borkena,Digital,Center-Right,English,Independent diaspora-linked,https://borkena.com/feed/
Africa,Tanzania,The Citizen (TZ),Newspaper / Digital,Center,English,Mwananchi Communications,https://www.thecitizen.co.tz/rss.xml
Africa,Tanzania,Mwananchi,Newspaper / Digital,Center,Swahili,Largest Swahili daily,https://www.mwananchi.co.tz/rss.xml
Africa,Tanzania,TBC (Tanzania Broadcasting Corp),Public Broadcaster,State-Controlled,Swahili / English,State broadcaster,https://www.tbc.go.tz/rss/
Africa,Uganda,Daily Monitor,Newspaper / Digital,Center,English,Nation Media; independent,https://www.monitor.co.ug/monitor/rss/
Africa,Uganda,New Vision,Newspaper / Digital,Center-Right,English,Government-owned daily,https://www.newvision.co.ug/rss
Africa,Uganda,The Observer (Uganda),Newspaper / Digital,Center,English,Independent weekly,https://observer.ug/feed
Africa,Uganda,NBS Television,TV / Digital,Center,English,Independent broadcaster,https://www.nbswebsite.com/feed/
Africa,Rwanda,The New Times (Rwanda),Newspaper / Digital,State-Controlled,English,Pro-government; largest,https://www.newtimes.co.rw/rss.xml
Africa,Rwanda,KT Press,Digital,Center,English,Government-aligned digital,https://www.ktpress.rw/feed/
Africa,Rwanda,RNA,Wire Service,State-Controlled,Kinyarwanda,Rwanda News Agency,https://www.rnanews.com/rss
Africa,Burundi,IWACU,Newspaper / Digital,Center,French / Kirundi,Independent; journalists targeted,https://www.iwacu-burundi.org/feed/
Africa,Burundi,ABP,Wire Service,State-Controlled,French,State news agency,
Africa,Somalia,Dalsan Radio,Radio / Digital,Center,Somali,Private broadcaster,https://dalsanmedia.com/feed/
Africa,Somalia,SONNA,Wire Service,State-Controlled,Somali,Somali National News Agency,https://sonna.so/feed/
Africa,Somalia,Garowe Online,Digital,Center,Somali / English,Puntland-based,https://www.garoweonline.com/en/rss/
Africa,South Sudan,Eye Radio,Radio / Digital,Center,English,Independent radio,https://www.eyeradio.org/feed/
Africa,South Sudan,Radio Tamazuj,Radio / Digital,Center,English / Arabic,Independent; Netherlands-backed,https://radiotamazuj.org/en/rss.xml
Africa,Eritrea,Hadas Eritrea,Newspaper,State-Controlled,Tigrinya,Only domestic paper; no free press,
Africa,Eritrea,ERI-TV,TV,State-Controlled,Tigrinya,State TV,
Africa,Eritrea,Asmarino,Digital,Center,English / Tigrinya,Diaspora independent,https://asmarino.com/feed/
Africa,Djibouti,ADI (Agence Djiboutienne d'Information),Wire Service,State-Controlled,French / Arabic,State agency,
Africa,Comoros,HZK Press,Digital,Center,French,Independent digital,https://hzk-press.com/feed/
Africa,Mauritius,L'Express (Mauritius),Newspaper / Digital,Center,French / English,Major daily,https://lexpress.mu/feed
Africa,Mauritius,Le Mauricien,Newspaper / Digital,Center,French,Quality daily,https://lemauricien.com/feed/
Africa,Madagascar,L'Express de Madagascar,Newspaper / Digital,Center,French,Major daily,https://www.lexpress.mg/feed
Africa,Madagascar,Midi Madagasikara,Newspaper / Digital,Center,French / Malagasy,Major daily,https://www.midi-madagasikara.mg/feed
Africa,Seychelles,Seychelles Nation,Newspaper / Digital,State-Controlled,English / French,State-owned,
Africa,South Africa,Mail & Guardian,Newspaper / Digital,Center-Left,English,Investigative weekly; M&G Media,https://mg.co.za/feed
Africa,South Africa,Daily Maverick,Digital,Center-Left,English,Investigative; amaBhungane partnership,https://www.dailymaverick.co.za/feed/
Africa,South Africa,News24,Digital,Center,English,Largest digital; Media24,https://feeds.24.com/articles/news24/TopStories/rss
Africa,South Africa,TimesLIVE,Digital,Center,English,Arena Holdings; Sunday Times,https://www.timeslive.co.za/rss/
Africa,South Africa,SABC News,Public Broadcaster,Center,Multi,State broadcaster; 11 languages,https://www.sabcnews.com/sabcnews/feed/
Africa,South Africa,Business Day,Newspaper / Digital,Center-Right,English,Business daily; Arena,https://www.businesslive.co.za/rss/
Africa,South Africa,The Citizen (SA),Newspaper / Digital,Center,English,Daily; Caxton Media,https://www.citizen.co.za/feed
Africa,South Africa,EWN (Eyewitness News),Radio / Digital,Center,English,Primedia; 24hr news radio,https://ewn.co.za/Feed
Africa,South Africa,GroundUp,Digital (Nonprofit),Center-Left,English,Community journalism; human rights,https://groundup.org.za/feed/
Africa,South Africa,amaBhungane,Digital (Nonprofit),Center,English,Investigative journalism center,https://amabhungane.org/feed/
Africa,South Africa,Sowetan,Newspaper / Digital,Center,English,Black readership; Arena,https://www.sowetanlive.co.za/rss/
Africa,South Africa,City Press,Newspaper / Digital,Center,English,News24/Media24,https://www.news24.com/citypress/feed
Africa,Zimbabwe,NewsDay (Zimbabwe),Newspaper / Digital,Center,English,Alpha Media Holdings,https://www.newsday.co.zw/feed/
Africa,Zimbabwe,The Herald (Zimbabwe),Newspaper / Digital,State-Controlled,English,Zimpapers; ZANU-PF aligned,https://www.herald.co.zw/feed/
Africa,Zimbabwe,ZimLive,Digital,Center,English,Independent; Mduduzi Mathuthu,https://www.zimlive.com/feed/
Africa,Zimbabwe,The Zimbabwe Independent,Newspaper / Digital,Center,English,AMH; business weekly,https://theindependent.co.zw/feed/
Africa,Zambia,Daily Mail (Zambia),Newspaper / Digital,State-Controlled,English,State-owned,https://www.daily-mail.co.zm/feed/
Africa,Zambia,The Mast,Newspaper / Digital,Center-Left,English,Opposition-friendly,https://www.themastonline.com/feed/
Africa,Zambia,Zambia Daily Nation,Newspaper / Digital,Center,English,Independent,https://www.zambiandailynation.com/feed/
Africa,Malawi,The Nation (Malawi),Newspaper / Digital,Center,English,Major daily,https://mwnation.com/feed/
Africa,Malawi,Malawi24,Digital,Center,English,Digital native,https://malawi24.com/feed/
Africa,Malawi,MANA,Wire Service,State-Controlled,English,Malawi News Agency,https://www.manaonline.gov.mw/rss
Africa,Mozambique,O País,Newspaper / Digital,Center,Portuguese,Major daily,https://opais.co.mz/feed/
Africa,Mozambique,@Verdade,Newspaper / Digital,Center,Portuguese,Free daily,https://verdade.co.mz/feed/
Africa,Mozambique,CDD (Centro para Democracia e Desenvolvimento),Digital,Center-Left,Portuguese,Analysis/monitoring,
Africa,Mozambique,AIM,Wire Service,State-Controlled,Portuguese,Mozambique Information Agency,https://portaldogoverno.gov.mz/feed/
Africa,Botswana,Mmegi,Newspaper / Digital,Center,English,Largest independent,https://www.mmegi.bw/rss
Africa,Botswana,BOPA,Wire Service,State-Controlled,English,Botswana Press Agency,https://bopa.gov.bw/rss
Africa,Botswana,The Voice (Botswana),Newspaper / Digital,Center,English,Independent weekly,https://www.thevoicebw.com/feed/
Africa,Namibia,The Namibian,Newspaper / Digital,Center,English,Leading independent,https://www.namibian.com.na/rss/
Africa,Namibia,New Era,Newspaper / Digital,State-Controlled,English,State-owned,
Africa,Namibia,Namibia Press Agency (Nampa),Wire Service,State-Controlled,English,National wire,
Africa,Eswatini,Times of Eswatini,Newspaper / Digital,State-Controlled,English,State-aligned; only daily,https://www.times.co.sz/feed
Africa,Lesotho,Lesotho Times,Newspaper / Digital,Center,English,Major weekly,https://www.lestimes.com/feed/
Africa,Angola,Jornal de Angola,Newspaper / Digital,State-Controlled,Portuguese,State daily,https://www.jornaldeangola.ao/rss.xml
Africa,Angola,Maka Angola,Digital,Center-Left,Portuguese,Anti-corruption; Rafael Marques,https://makaangola.org/feed/
Africa,Angola,Club-K,Digital,Center,Portuguese,Independent digital,https://club-k.net/rss
Africa,DRC (Congo),Radio Okapi,Radio / Digital,Center,French / Multi,UN-backed; widest reach,https://www.radiookapi.net/rss.xml
Africa,DRC (Congo),Actualité.cd,Digital,Center,French,Digital outlet,https://actualite.cd/feed
Africa,DRC (Congo),ACP,Wire Service,State-Controlled,French,Congolese Press Agency,
Africa,Republic of Congo,ACI,Wire Service,State-Controlled,French,State agency,
Africa,Republic of Congo,Les Dépêches de Brazzaville,Newspaper / Digital,State-Controlled,French,State-aligned,https://www.adiac-congo.com/rss.xml
Africa,Cameroon,Cameroon Tribune,Newspaper / Digital,State-Controlled,French / English,State-owned bilingual daily,https://www.cameroon-tribune.cm/rss
Africa,Cameroon,Le Jour,Newspaper / Digital,Center,French,Independent daily,https://www.quotidienlejour.com/feed/
Africa,Cameroon,The Post (Cameroon),Newspaper / Digital,Center,English,Anglophone daily,https://www.postwebcam.com/feed/
Africa,Gabon,L'Union,Newspaper / Digital,State-Controlled,French,State daily,
Africa,Equatorial Guinea,ASONGA,Digital,State-Controlled,Spanish,State media,https://asonga.gq/feed/
Africa,Chad,ATPE,Wire Service,State-Controlled,French / Arabic,State agency,https://www.atcpmedia.td/rss
Africa,CAR (Central African Republic),ACAP,Wire Service,State-Controlled,French,State agency,https://radiotelecentrafrique.com/rss
Africa,São Tomé & Príncipe,Tela Nón,Digital,Center,Portuguese,Independent digital,https://telanon.net/feed/
Africa,Pan-African,The Africa Report,Magazine / Digital,Center,English / French,Continental coverage; Jeune Afrique Group,https://www.theafricareport.com/feed/
Africa,Pan-African,Jeune Afrique,Magazine / Digital,Center,French,Leading Francophone Africa magazine,https://www.jeuneafrique.com/feed/
Africa,Pan-African,African Arguments,Digital,Center-Left,English,Royal African Society,https://africanarguments.org/feed/
Africa,Pan-African,The Continent,Newsletter / Digital,Center,English,WhatsApp-first pan-African,https://thecontinent.org/feed/
Africa,Pan-African,Quartz Africa,Digital,Center,English,African business/tech,https://qz.com/africa/feed/
Africa,Pan-African,African Business,Magazine / Digital,Center,English,Business magazine,https://african.business/feed/
Oceania,Australia,ABC News (Australia),Public Broadcaster,Center-Left,English,Australian Broadcasting Corp,https://www.abc.net.au/news/feed/51120/rss.xml
Oceania,Australia,SBS News,Public Broadcaster,Center,English / Multi,Special Broadcasting Service; multicultural,https://www.sbs.com.au/news/topic/latest/feed
Oceania,Australia,The Sydney Morning Herald,Newspaper / Digital,Center-Left,English,Nine Entertainment,https://www.smh.com.au/rss/feed.xml
Oceania,Australia,The Age,Newspaper / Digital,Center-Left,English,Melbourne; Nine Entertainment,https://www.theage.com.au/rss/feed.xml
Oceania,Australia,The Australian,Newspaper / Digital,Center-Right,English,News Corp; national broadsheet,https://www.theaustralian.com.au/feed
Oceania,Australia,The Australian Financial Review,Newspaper / Digital,Center-Right,English,Nine; business daily,https://www.afr.com/rss
Oceania,Australia,The Guardian Australia,Digital,Center-Left,English,Guardian Media Group,https://www.theguardian.com/australia-news/rss
Oceania,Australia,Daily Telegraph (AU),Newspaper / Digital,Right,English,News Corp; Sydney tabloid,https://www.dailytelegraph.com.au/rss
Oceania,Australia,Herald Sun,Newspaper / Digital,Right,English,News Corp; Melbourne tabloid,https://www.heraldsun.com.au/rss
Oceania,Australia,Sky News Australia,TV / Digital,Right,English,News Corp; conservative commentary,https://www.skynews.com.au/feed
Oceania,Australia,Crikey,Digital,Center-Left,English,Independent; Private Media,https://www.crikey.com.au/feed/
Oceania,Australia,The Saturday Paper,Newspaper / Digital,Center-Left,English,Morry Schwartz; quality weekly,https://www.thesaturdaypaper.com.au/rss.xml
Oceania,Australia,The Monthly,Magazine / Digital,Center-Left,English,Long-form; Schwartz Media,https://www.themonthly.com.au/rss
Oceania,Australia,Michael West Media,Digital,Center-Left,English,Independent; corporate accountability,https://michaelwest.com.au/feed/
Oceania,Australia,AAP (Australian Associated Press),Wire Service,Center,English,National wire,https://www.aap.com.au/feed/
Oceania,Australia,The Conversation (AU),Digital,Center,English,Academic-sourced journalism,https://theconversation.com/au/feed
Oceania,New Zealand,NZ Herald,Newspaper / Digital,Center,English,Largest daily; NZME,https://www.nzherald.co.nz/arc/outboundfeeds/rss/
Oceania,New Zealand,Stuff,Digital,Center-Left,English,Largest digital; formerly Fairfax NZ,https://www.stuff.co.nz/rss
Oceania,New Zealand,RNZ (Radio NZ),Public Broadcaster,Center,English,Public radio/digital,https://www.rnz.co.nz/rss/latest.rss
Oceania,New Zealand,TVNZ / 1News,Public Broadcaster,Center,English,State TV news,https://www.1news.co.nz/rss
Oceania,New Zealand,Newsroom,Digital,Center,English,Independent digital,
Oceania,New Zealand,The Spinoff,Digital,Center-Left,English,Independent; cultural/political,https://thespinoff.co.nz/feed/
Oceania,New Zealand,NZPA / AAP NZ,Wire Service,Center,English,NZ wire (now AAP),https://www.aap.com.au/feed/
Oceania,Fiji,Fiji Times,Newspaper / Digital,Center,English,Oldest South Pacific daily,https://www.fijitimes.com.fj/feed/
Oceania,Fiji,FBC News,TV / Radio / Digital,Center,English / Fijian,Fiji Broadcasting Corp,https://www.fbcnews.com.fj/feed/
Oceania,Papua New Guinea,The National (PNG),Newspaper / Digital,Center,English,Major daily,https://www.thenational.com.pg/feed/
Oceania,Papua New Guinea,Post-Courier,Newspaper / Digital,Center,English,Largest daily,https://www.postcourier.com.pg/feed
Oceania,Samoa,Samoa Observer,Newspaper / Digital,Center,English / Samoan,Leading daily,https://www.samoaobserver.ws/feed/
Oceania,Tonga,Matangi Tonga,Digital,Center,English / Tongan,Independent digital,https://matangitonga.to/feed
Oceania,Vanuatu,Vanuatu Daily Post,Newspaper / Digital,Center,English,Major daily,https://www.dailypost.vu/feed/
Oceania,Solomon Islands,Solomon Star,Newspaper / Digital,Center,English,Largest daily,https://www.solomonstarnews.com/feed/
Oceania,Pacific (Regional),RNZ Pacific,Radio / Digital,Center,English,NZ-funded Pacific service,https://www.rnz.co.nz/international/pacific-news/rss.xml
Oceania,Pacific (Regional),Pacific Islands News Association (PINA),Wire Service,Center,English,Regional news agency,https://pina.com.fj/feed/
Oceania,Pacific (Regional),Asia Pacific Report,Digital,Center-Left,English,Pacific media freedom focus,https://asiapacificreport.nz/feed/
Global,International,Reuters,Wire Service,Center,English / Multi,Global wire service; Thomson Reuters,https://feeds.reuters.com/reuters/topNews
Global,International,Associated Press (AP),Wire Service,Center,English / Multi,US-based global cooperative,https://feeds.apnews.com/rss/apf-topnews
Global,International,Agence France-Presse (AFP),Wire Service,Center,French / Multi,French global wire,https://www.afp.com/en/rss-feeds
Global,International,Al Jazeera English,TV / Digital,Center-Left,English,Qatar-funded global,https://www.aljazeera.com/xml/rss/all.xml
Global,International,BBC World Service,Radio / Digital,Center,Multi,40+ language services,http://feeds.bbci.co.uk/news/world/rss.xml
Global,International,Deutsche Welle (DW),TV / Digital,Center,Multi,German-funded; 30+ languages,https://rss.dw.com/rdf/rss-en-all
Global,International,France 24,TV / Digital,Center,French / English / Arabic / Spanish,France-funded international,https://www.france24.com/en/rss
Global,International,NHK World-Japan,TV / Digital,Center,Multi,Japan-funded international,https://www3.nhk.or.jp/nhkworld/en/news/feeds/
Global,International,CGTN,TV / Digital,State-Controlled,Multi,China state international,https://www.cgtn.com/subscribe/feeds/rss2.0.xml
Global,International,RT,TV / Digital,State-Controlled,Multi,Russia state international; widely sanctioned,https://www.rt.com/rss/
Global,International,TeleSUR,TV / Digital,State-Controlled,Spanish,Venezuela-funded; left,https://www.telesurtv.net/rss/
Global,International,Voice of America (VOA),Radio / TV / Digital,Center,Multi,US-funded; USAGM,https://www.voanews.com/api/zm_qoinkqqpe
Global,International,Radio Free Europe / Radio Liberty (RFE/RL),Radio / Digital,Center,Multi,US-funded; post-Soviet/MENA focus,https://www.rferl.org/api/epiqq
Global,International,The Economist,Magazine / Digital,Center,English,Classical liberal; global,https://www.economist.com/rss/the_world_this_week_rss.xml
Global,International,Bloomberg,Financial News,Center,English / Multi,Financial data + media,https://feeds.bloomberg.com/markets/news.rss
Global,International,Financial Times,Newspaper / Digital,Center,English,Global business; Nikkei-owned,https://www.ft.com/world?format=rss
Global,International,Foreign Affairs,Magazine / Digital,Center,English,CFR; geopolitics,https://www.foreignaffairs.com/rss.xml
Global,International,The Diplomat,Magazine / Digital,Center,English,Asia-Pacific focus,https://thediplomat.com/feed/
Global,International,Rest of World,Digital,Center,English,Technology in emerging markets,https://restofworld.org/feed/
Global,International,OCCRP,Digital (Nonprofit),Center,Multi,Organized Crime and Corruption Reporting,https://www.occrp.org/en/component/k2/feed/
Global,International,ICIJ,Digital (Nonprofit),Center,English,International Consortium of Investigative Journalists,https://www.icij.org/feed/
Global,International,Bellingcat,Digital (Nonprofit),Center,English,OSINT investigative,https://www.bellingcat.com/feed/
Global,International,The Conversation,Digital,Center,Multi,Academic-sourced; multiple editions,https://theconversation.com/us/feeds
Global,International,openDemocracy,Digital,Center-Left,English,Democratic governance focus,https://www.opendemocracy.net/en/rss.xml
Global,International,Global Voices,Digital,Center-Left,Multi,Citizen media aggregation,https://globalvoices.org/feed/
Global,International,Ground News,Digital / App,Center,English,Bias-rating aggregator,https://ground.news/rss
Global,International,AllSides,Digital,Center,English,US bias-rating and multi-perspective,https://www.allsides.com/rss.xml
Global,International,Media Bias/Fact Check,Digital,Center,English,Bias and factual rating database,https://mediabiasfactcheck.com/feed
